id,date,city,state,type,ideology,subideology,group,description,image
44828,Apr-23,Columbus,OH,Anti-LGBTQ+ Incident:Harassment,,,Blood Tribe Ohio,"Approximately twenty-six individuals associated with white supremacist Blood Tribe Ohio protested a drag show, shouting ""there will be blood,"" calling LGBTQ+ people ""demons,"" and using racial slurs against attendees.",
44829,Apr-23,Florence,OR,Anti-LGBTQ+ Incident:Harassment,,,"Active Club,Rose City Nationalist Club,Vinland Rebels","Approximately nineteen individuals associated with the white supremacist Evergreen Active Club, Rose City Nationalist Club, and Vinland Rebels held a protest outside of drag show while passing out anti-LGBTQ+ propaganda and holding a banner that read: ""pedophiles out of our schools.""",
44931,Apr-23,Nashville,TN,Antisemitic Incident:Harassment;White Supremacist Propaganda,Right Wing (White Supremacist),,Goyim Defense League,Individuals associated with the antisemitic Goyim Defense League distributed antisemitic propaganda in a residential area.,
44932,Apr-23,Knoxville,TN,Antisemitic Incident:Harassment;White Supremacist Propaganda,Right Wing (White Supremacist),,Goyim Defense League,Individuals associated with the antisemitic Goyim Defense League distributed antisemitic propaganda in a residential area.,
44933,Apr-23,Boca Raton,FL,Antisemitic Incident:Harassment;White Supremacist Propaganda,Right Wing (White Supremacist),,Goyim Defense League,Individuals associated with the antisemitic Goyim Defense League distributed antisemitic propaganda in a residential area.,
44935,Apr-23,Boston,MA,Antisemitic Incident:Harassment,,,,A student at Berklee College of Music sent images of swastikas on Snapchat to classmates.,
44938,Apr-23,Tacoma,WA,Antisemitic Incident:Vandalism,,,,A swastika was drawn on a calendar at a business establishment on Yom Hashoah (Holocaust Remembrance Day) .,
44939,Apr-23,Costa Mesa,CA,Antisemitic Incident:Vandalism,,,,Antisemitic graffiti was located at a school.,
44940,Apr-23,Acton,MA,Antisemitic Incident:Vandalism,,,,Swastika graffiti was located at a high school.,
44941,Apr-23,Manhattan,NY,Antisemitic Incident:Harassment,,,,A business received a conspiratorial antisemitic email.,
44942,Apr-23,St. Petersburg,FL,Antisemitic Incident:Harassment;White Supremacist Propaganda,Right Wing (White Supremacist),,Goyim Defense League,Individuals associated with the antisemitic Goyim Defense League distributed antisemitic fliers in a residential area.,
44944,Apr-23,Nashville,TN,Antisemitic Incident:Harassment;White Supremacist Propaganda,Right Wing (White Supremacist),,Goyim Defense League,Individuals associated with the antisemitic Goyim Defense League and National Justice Party projected antisemitic and anti-LGBTQ+ messages onto buildings.,
44945,Apr-23,Nashville,TN,Antisemitic Incident:Vandalism,,,,Antisemitic and homophobic graffiti was located at Vanderbilt's Blair School of Music.,
44946,Apr-23,Alpharetta,GA,Antisemitic Incident:Harassment,,,,"An individual received a message calling them ""kike"" on an online discussion forum.",
44947,Apr-23,St. Louis,MO,Antisemitic Incident:Harassment,,,,A Jewish individual received harassing antisemitic comments on a Facebook post.,
44949,Apr-23,Manhattan,NY,Antisemitic Incident:Vandalism,,,,"Antisemitic graffiti was located on traffic barriers that read: ""Jew Zuck = PEDO + Jews in govt (US)"" and ""Hasidic Jews = PEDOs.""",
44950,Apr-23,Orlando,FL,Antisemitic Incident:Harassment;White Supremacist Event,Right Wing (White Supremacist),,,"Individuals associated with the neo-Nazi NatSoc Florida displayed antisemitic, white supremacist and anti-LGBTQ+ banners on a highway overpass.",
44951,Apr-23,Leominster,MA,Antisemitic Incident:Vandalism,,,,"The words ""Fuck Jews"" were written on a seat in a movie theater.",
44953,Apr-23,Brooklyn,NY,Antisemitic Incident:Harassment,,,,Two individuals filmed themselves harassing visibly Jewish teenagers with antisemitic comments.,
44954,Apr-23,Philadelphia,PA,Antisemitic Incident:Harassment,,,,An individual was targeted with antisemitic and anti-trans comments online.,
44955,Apr-23,Philadelphia,PA,Antisemitic Incident:Harassment,,,,An individual made antisemitic death threats to Jewish neighbors.,
44956,Apr-23,Queens,NY,Antisemitic Incident:Vandalism,,,,"The words ""Jews lifes dont matter (sic)"" were written on a mail box.",
44957,Apr-23,Burlington,VT,Antisemitic Incident:Harassment,,,,Several individuals received an email containing antisemitic propaganda promoting literature from the Nation of Islam.,
45040,Apr-23,Webster Groves,MO,Antisemitic Incident:Harassment,,,,A large swastika was traced into dirt at a park.,
45041,Apr-23,Los Angeles,CA,Antisemitic Incident:Vandalism,,,,A swastika was spray-painted onto a traffic sign.,
45042,Apr-23,Beverly,MA,Antisemitic Incident:Vandalism,,,,"A swastika and the words ""Nazis are back"" were written at a high school.",
45094,Apr-23,Manhattan,NY,Antisemitic Incident:Harassment,,,,"A Jewish individual was called ""kike"" while walking in a public area.",
45095,Apr-23,Hubbard,TX,Antisemitic Incident:Harassment;White Supremacist Propaganda,Right Wing (White Supremacist),,Goyim Defense League,Individuals associated with the antisemitic Goyim Defense League distributed antisemitic propaganda in a residential area.,
45096,Apr-23,Avon by the Sea,NJ,Antisemitic Incident:Harassment,,,,A group of individuals harassed a visibly Jewish man with antisemitic comments.,
45097,Apr-23,Long Branch,NJ,Antisemitic Incident:Harassment,,,,"Individuals shouted ""Jew"" and other slurs at a visibly Jewish man.",
45098,Apr-23,New Brunswick,NJ,Antisemitic Incident:Vandalism,,,,A banner advertising a trip to Israel was torn from the Hillel building at Rutgers University.,
45099,Apr-23,New Brunswick,NJ,Antisemitic Incident:Harassment,,,Black Hebrew Israelite,Individuals associated with an extremist Black Hebrew Israelite group protested on the campus of Rutgers University and yelled antisemitic slurs.,
45100,Apr-23,Belchertown,MA,Antisemitic Incident:Harassment,,,,Jewish middle school students were bullied with antisemitic comments and gestures.,
45101,Apr-23,Manistee,MI,Antisemitic Incident:Harassment,,,,A large swastika was written in chalk on a public road.,
45103,Apr-23,Santa Ana,CA,Antisemitic Incident:Vandalism,,,,A poster at a high school was vandalized with a swastika.,
45104,Apr-23,Newton,MA,Antisemitic Incident:Vandalism,,,,Swastika graffiti was located on the campus of a middle school.,
45105,Apr-23,North Smithfield,RI,Antisemitic Incident:Vandalism,,,,"Swastikas and antisemitic, racist and homophobic phrases were drawn on a park bench.",
45106,Apr-23,Bloomfield Hills,MI,Antisemitic Incident:Harassment,,,,A large swastika was traced into sand at a beach by a lake.,
45107,Apr-23,Delphi Falls,NY,Antisemitic Incident:Harassment;White Supremacist Propaganda,Right Wing (White Supremacist),,National Socialist Movement,Individuals associated with the neo-Nazi National Socialist Movement distributed antisemitic propaganda in a residential area.,
45108,Apr-23,Southgate,MI,Antisemitic Incident:Harassment;White Supremacist Propaganda,Right Wing (White Supremacist),,Goyim Defense League,"Individuals associated with the antisemitic Goyim Defense League distributed antisemitic propaganda in a residential area that read: ""Every single aspect of the federal reserve is Jewish.""
",
45109,Apr-23,Lewisville,TX,Antisemitic Incident:Vandalism,,,,A swastika and other hateful symbols were drawn on a wall.,
45110,Apr-23,Cartersville,GA,Antisemitic Incident:Harassment;White Supremacist Propaganda,Right Wing (White Supremacist),,Goyim Defense League,Individuals associated with the antisemitic Goyim Defense League placed antisemitic fliers in front of a store.,
45111,Apr-23,Carpentersville,IL,Antisemitic Incident:Harassment,,,,A package containing swastika objects and decal was mailed to a home.,
45112,Apr-23,Des Moines,IA,Antisemitic Incident:Vandalism,,,,"The words ""God hates fags and Jews"" were painted at a park.",
45113,Apr-23,Minneapolis,MN,Antisemitic Incident:Vandalism,,,,Antisemitic graffiti was located at an elementary school.,
45114,Apr-23,Minot,ND,Antisemitic Incident:Vandalism,,,,"A swastika, a racial slur and other profanities were drawn on the Minot Air Force Base.",
45117,Apr-23,West Hollywood,CA,Antisemitic Incident:Vandalism,,,,"An individual drew swastikas, Stars of David and other symbols on a fitness center.",
45118,Apr-23,Stanford,CA,Antisemitic Incident:Vandalism,,,,A swastika was scratched onto a campus building at Stanford University.,
45119,Apr-23,Seattle,WA,Antisemitic Incident:Vandalism,,,,"A Star of David and the words ""Israel has lied"" were spray-painted onto a synagogue.",
45120,Apr-23,Los Angeles,CA,Antisemitic Incident:Vandalism,,,,A rock was thrown through the window of a synagogue.,
45122,Apr-23,Denver,CO,Antisemitic Incident:Harassment,,,,An Instagram account posted harassing antisemitic content targeting Jewish students at a high school.,
45124,Apr-23,South River,NJ,Antisemitic Incident:Harassment,,,,A Jewish Federation received a suspicious antisemitic phone call.,
45125,Apr-23,Paramus,NJ,Antisemitic Incident:Harassment,,,,A Jewish community center received an antisemitic voice message.,
45126,Apr-23,Lake Park,FL,Antisemitic Incident:Harassment;White Supremacist Propaganda,Right Wing (White Supremacist),,Goyim Defense League,Individuals associated with the antisemitic Goyim Defense League distributed antisemitic propaganda in a residential area.,
45127,Apr-23,Riviera Beach,FL,Antisemitic Incident:Harassment;White Supremacist Propaganda,Right Wing (White Supremacist),,Goyim Defense League,Individuals associated with the antisemitic Goyim Defense League distributed antisemitic propaganda in a residential area.,
45128,Apr-23,North Palm Beach,FL,Antisemitic Incident:Harassment;White Supremacist Propaganda,Right Wing (White Supremacist),,Goyim Defense League,Individuals associated with the antisemitic Goyim Defense League distributed antisemitic propaganda in a residential area.,
45129,Apr-23,Metairie,LA,Antisemitic Incident:Vandalism,,,,"Graffiti was left on a traffic sign that read, ""Stop Jews.""",
45142,Apr-23,Ann Arbor,MI,Antisemitic Incident:Harassment,,,,Members of the antisemitic and anti-Israel group Witness for Peace protested outside a synagogue during Shabbat services.,
45143,Apr-23,Ann Arbor,MI,Antisemitic Incident:Harassment,,,,Members of the antisemitic and anti-Israel group Witness for Peace protested outside a synagogue during Shabbat services.,
45144,Apr-23,Ann Arbor,MI,Antisemitic Incident:Harassment,,,,Members of the antisemitic and anti-Israel group Witness for Peace protested outside a synagogue during Shabbat services.,
45145,Apr-23,Austin,TX,Antisemitic Incident:Harassment,,,,A Nazi song was played out loud in a school cafeteria.,
45146,Apr-23,San Francisco,CA,Antisemitic Incident:Vandalism,,,,Kill Zionists was spray-painted on the Israeli Consulate building.,
45147,Apr-23,Skokie,IL,Antisemitic Incident:Harassment,,,,A middle school student made antisemitic and homophobic comments to classmates.,
45148,Apr-23,Richardson,TX,Antisemitic Incident:Harassment,,,,"The words ""Heil Hitler"" were drawn in chalk at an elementary school.",
45150,Apr-23,Stanardsville,VA,Antisemitic Incident:Harassment,,,,High school students handed a Jewish classmate a picture of a swastika and made antisemitic comments.,
45151,Apr-23,Akron,OH,Antisemitic Incident:Harassment;White Supremacist Propaganda,Right Wing (White Supremacist),,Goyim Defense League,Individuals associated with the antisemitic Goyim Defense League distributed antisemitic propaganda in a residential area.,
45152,Apr-23,Silver Spring,MD,Antisemitic Incident:Harassment,,,,A Jewish high school student was harassed by a classmate who called him antisemitic slurs.,
45153,Apr-23,Lakewood,NJ,Antisemitic Incident:Vandalism,,,,"The words ""Fuck Jew"" were drawn on a sidewalk.",
45154,Apr-23,Albany,CA,Antisemitic Incident:Harassment,,,,"A middle school student was assaulted by classmates who stated ""Dirty Jew"" and ""Free Palestine.""",
45155,Apr-23,Pelham,NY,Antisemitic Incident:Harassment;White Supremacist Propaganda,Right Wing (White Supremacist),,Goyim Defense League,Individuals associated with the antisemitic Goyim Defense League displayed antisemitic banners on a highway overpass.,
45156,Apr-23,Allentown,PA,Antisemitic Incident:Harassment,,,,Jewish students were harassed on a school bus with antisemitic comments.,
45157,Apr-23,Indialantic,FL,Antisemitic Incident:Harassment;White Supremacist Propaganda,Right Wing (White Supremacist),,,Individuals associated with the neo-Nazi Order of the Black Sun distributed antisemitic propaganda in a residential area.,
45158,Apr-23,Melbourne Beach,FL,Antisemitic Incident:Harassment;White Supremacist Propaganda,Right Wing (White Supremacist),,,Individuals associated with the neo-Nazi Order of the Black Sun distributed antisemitic propaganda in a residential area.,
45159,Apr-23,Los Angeles,CA,Antisemitic Incident:Assault,,,,"An individual approached a victim, stated ""Fuck the Jewish community. You are all dirty"" and brandished a knife.",
45161,Apr-23,Fort Mill,SC,Antisemitic Incident:Harassment,,,,A student handed a drawing of a swastika to a Jewish classmate.,
45162,Apr-23,Raleigh,NC,Antisemitic Incident:Harassment;White Supremacist Propaganda,Right Wing (White Supremacist),,Goyim Defense League,Individuals associated with the antisemitic Goyim Defense League distributed antisemitic propaganda in a residential area.,
45163,Apr-23,Brooklyn,NY,Antisemitic Incident:Vandalism,,,,A flag with a swastika drawn onto it was located at Coney Island beach.,
45164,Apr-23,Clayton,NC,Antisemitic Incident:Harassment;White Supremacist Propaganda,Right Wing (White Supremacist),,Goyim Defense League,Individuals associated with the antisemitic Goyim Defense League distributed antisemitic propaganda in a residential area.,
45165,Apr-23,Cary,NC,Antisemitic Incident:Harassment;White Supremacist Propaganda,Right Wing (White Supremacist),,Goyim Defense League,Individuals associated with the antisemitic Goyim Defense League distributed antisemitic propaganda in a residential area.,
45166,Apr-23,Myrtle Beach,SC,Antisemitic Incident:Harassment;White Supremacist Propaganda,Right Wing (White Supremacist),,Goyim Defense League,Individuals associated with the antisemitic Goyim Defense League distributed antisemitic propaganda in a residential area.,
45167,Apr-23,North Hollywood,CA,Antisemitic Incident:Harassment,,,,A high school student made antisemitic comments and gestures to a Jewish classmate.,
45168,Apr-23,Wanaque,NJ,Antisemitic Incident:Vandalism,,,,A mezuzah was ripped from a doorway and tossed in nearby bushes.,
45169,Apr-23,Greenwich,CT,Antisemitic Incident:Harassment;White Supremacist Propaganda,Right Wing (White Supremacist),,Goyim Defense League,Individuals associated with the antisemitic Goyim Defense League distributed antisemitic propaganda in a residential area.,
45170,Apr-23,Seattle,WA,Antisemitic Incident:Harassment;White Supremacist Propaganda,Right Wing (White Supremacist),,Goyim Defense League,Individuals associated with the antisemitic Goyim Defense League distributed antisemitic propaganda in a residential area.,
45171,Apr-23,Greenwich,CT,Antisemitic Incident:Harassment,,,,A Jewish elementary school student experienced antisemitic bullying.,
45172,Apr-23,Acton,MA,Antisemitic Incident:Vandalism,,,,Swastika graffiti was located at a high school.,
45173,Apr-23,Conway,SC,Antisemitic Incident:Harassment;White Supremacist Propaganda,Right Wing (White Supremacist),,Goyim Defense League,Individuals associated with the antisemitic Goyim Defense League distributed antisemitic propaganda in a residential area.,
45174,Apr-23,Springfield,MO,Antisemitic Incident:Harassment;White Supremacist Propaganda,Right Wing (White Supremacist),,Goyim Defense League,Individuals associated with the antisemitic Goyim Defense League distributed antisemitic propaganda in a residential area.,
45175,Apr-23,Missouri City,TX,Antisemitic Incident:Harassment;White Supremacist Propaganda,Right Wing (White Supremacist),,Goyim Defense League,Individuals associated with the antisemitic Goyim Defense League placed antisemitic fliers on the windows of parked cars.,
45176,Apr-23,Larkspur,CA,Antisemitic Incident:Harassment;White Supremacist Propaganda,Right Wing (White Supremacist),,Goyim Defense League,Individuals associated with the antisemitic Goyim Defense League distributed antisemitic propaganda in a residential area.,
45177,Apr-23,Atlanta,GA,Antisemitic Incident:Harassment;White Supremacist Propaganda,Right Wing (White Supremacist),,Goyim Defense League,Individuals associated with the antisemitic Goyim Defense League distributed antisemitic propaganda in a residential area.,
45178,Apr-23,Morrisville,NC,Antisemitic Incident:Harassment;White Supremacist Propaganda,Right Wing (White Supremacist),,Goyim Defense League,Individuals associated with the antisemitic Goyim Defense League distributed antisemitic propaganda in a residential area.,
45179,Apr-23,Baltimore,MD,Antisemitic Incident:Vandalism,,,,"Swastika stickers were placed in various public areas such as street signs, light poles and bike racks.",
45180,Apr-23,Fenner,NY,Antisemitic Incident:Harassment;White Supremacist Propaganda,Right Wing (White Supremacist),,National Socialist Movement,Individuals associated with the neo-Nazi National Socialist Movement distributed antisemitic propaganda in a residential area.,
45181,Apr-23,Mooresville,NC,Antisemitic Incident:Harassment,,,,An individual was photographed wearing a KKK uniform and performing a Nazi salute on the campus of a high school.,
45182,Apr-23,Wayne,PA,Antisemitic Incident:Vandalism,,,,Swastikas were spray-painted on street signs.,
45183,Apr-23,Hanover,NH,Antisemitic Incident:Vandalism,,,,A swastika was etched into dirt on the campus of Dartmouth College.,
45184,Apr-23,Anderson,CA,Antisemitic Incident:Harassment;White Supremacist Propaganda,Right Wing (White Supremacist),,Goyim Defense League,Individuals associated with the antisemitic Goyim Defense League distributed antisemitic propaganda in a residential area.,
45185,Apr-23,Davidson,NC,Antisemitic Incident:Harassment,,,,"Antisemitic and racist images were found on whiteboard on Davidson College's campus. The drawings included swastikas, an image of Hitler and the words ""Today's lesson: how to murder Jews and [N-words}.""",
45186,Apr-23,Pensacola,FL,Antisemitic Incident:Harassment;White Supremacist Propaganda,Right Wing (White Supremacist),,Goyim Defense League,Individuals associated with the antisemitic Goyim Defense League distributed antisemitic propaganda in a residential area.,
45187,Apr-23,Wilmington,DE,Antisemitic Incident:Harassment,,,,"An individual entered a synagogue during a Bar Mitzvah ceremony and made antisemitic comments, blaming Jews for 9/11 and for killing Christ.",
45188,Apr-23,Yardley,PA,Antisemitic Incident:Assault,,,,Confidential.,
45189,Apr-23,Los Angeles,CA,Antisemitic Incident:Assault,,,,A Jewish individual was physically assaulted by an assailant who used antisemitic slurs.,
45190,Apr-23,Arnold,MD,Antisemitic Incident:Harassment,,,,A Jewish teenager was mailed a copy of Mein Kampf.,
45191,Apr-23,Fairfax,VA,Antisemitic Incident:Harassment,,,,A middle school student attended school dressed as Hitler.,
45192,Apr-23,Framingham,MA,Antisemitic Incident:Vandalism,,,,A swastika was spray-painted onto a construction container in an empty lot.,
45193,Apr-23,Williamsburg,VA,Antisemitic Incident:Harassment,,,,"A middle school student was called ""dirty little Jew"" by a classmate at school.",
45194,Apr-23,Bridgeport,CT,Antisemitic Incident:Vandalism,,,,Swastika graffiti was located on a Jewish middle school teacher's classroom.,
45195,Apr-23,Wilmington,DE,Antisemitic Incident:Harassment,,,,A student wrote antisemitic and racist phrases on a piece of paper and threw the paper at a Jewish classmate.,
45196,Apr-23,Walled Lake,MI,Antisemitic Incident:Harassment,,,,A Nazi flag was hung in a high school library.,
45197,Apr-23,Youngstown,OH,Antisemitic Incident:Harassment,,,,An individual made an antisemitic comment to a person at a business establishment.,
45198,Apr-23,Sedalia,CO,Antisemitic Incident:Harassment;White Supremacist Propaganda,Right Wing (White Supremacist),,Goyim Defense League,Individuals associated with the antisemitic Goyim Defense League distributed antisemitic propaganda in a residential area.,
45199,Apr-23,Santa Cruz,CA,Antisemitic Incident:Harassment,,,,Antisemitic fliers were distributed in downtown Santa Cruz.,
45200,Apr-23,Cupertino,CA,Antisemitic Incident:Harassment,,,,Antisemitic fliers were placed on the windshields of parked cars.,
45202,Apr-23,Riverside,CT,Antisemitic Incident:Harassment,,,,A elementary school student drew a swastika on a classroom white board.,
45203,Apr-23,Potomac,MD,Antisemitic Incident:Vandalism,,,,Antisemitic graffiti was located at a high school.,
45204,Apr-23,Laytonsville,MD,Antisemitic Incident:Vandalism,,,,"A swastika and the word ""Hitler"" were drawn on a bench at an elementary school.",
45205,Apr-23,Cherry Hill,NJ,Antisemitic Incident:Harassment,,,,"A individual yelled ""Heil Hitler"" at Jewish children during a youth flag football game.",
45206,Apr-23,Glen Allen,VA,Antisemitic Incident:Vandalism,,,,"The word ""Jew"" circled and crossed out was spray-painted at Laurel Park.",
45208,Apr-23,Vero Beach,FL,Antisemitic Incident:Harassment;White Supremacist Propaganda,Right Wing (White Supremacist),,Goyim Defense League,Individuals associated with the antisemitic Goyim Defense League distributed antisemitic propaganda in a residential area.,
45209,Apr-23,Los Angeles,CA,Antisemitic Incident:Harassment,,,,A page torn from a bible with a swastika drawn on in was left near the entrance of a residential building.,
45210,Apr-23,Galena,OH,Antisemitic Incident:Harassment,,,,"A middle school student said, ""shut up you stupid Jew"" to a classmate.",
45211,Apr-23,South Milwaukee,WI,Antisemitic Incident:Vandalism,,,,A swastika and other offensive symbols were spray-painted onto a free expression rock at a high school.,
45213,Apr-23,Saratoga,CA,Antisemitic Incident:Harassment,,,,Antisemitic fliers were placed on the windshields of parked cars.,
45214,Apr-23,Minneapolis,MN,Antisemitic Incident:Vandalism,,,,Antisemitic messages were located on a bus stop near a synagogue.,
45215,Apr-23,Fairfax,VA,Antisemitic Incident:Vandalism,,,,Swastika graffiti was located at an elementary school.,
45216,Apr-23,Baton Rouge,LA,Antisemitic Incident:Harassment,,,,"An employee of a department store said ""Fucking Jew"" to a customer.",
45217,Apr-23,Ossining,NY,Antisemitic Incident:Vandalism,,,,A swastika and racist slur were written in a classroom.,
45218,Apr-23,Cherry Hill,NJ,Antisemitic Incident:Harassment,,,,A Jewish community center received an antisemitic bomb threat via website form submission.,
45219,Apr-23,Prescott,AZ,Antisemitic Incident:Harassment;White Supremacist Propaganda,Right Wing (White Supremacist),,Goyim Defense League,Individuals associated with the antisemitic Goyim Defense League distributed antisemitic propaganda in a residential area.,
45220,Apr-23,Denver,CO,Antisemitic Incident:Assault,,,,Confidential.,
45221,Apr-23,Honesdale,PA,Antisemitic Incident:Harassment,,,,An individual made an antisemitic comment in front of a Jewish colleague.,
45222,Apr-23,Boise,ID,Antisemitic Incident:Assault,,,,A middle school student was harassed by classmates who made antisemitic comments and grabbed the victim.,
45224,Apr-23,Lake Worth,FL,Antisemitic Incident:Harassment,,,,An individual made antisemitic comments about a Jewish coworker.,
45225,Apr-23,Southborough,MA,Antisemitic Incident:Vandalism,,,,"The word ""Jew"" was painted on a public road.",
45228,Apr-23,Cleveland,OH,Antisemitic Incident:Harassment,,,,A public official received a harassing antisemitic and anti-Israel email.,
45229,Apr-23,Boca Raton,FL,Antisemitic Incident:Assault,,,,"A man hit a Jewish individual from behind, removed his yarmulke and stated ""Dirty Jew Kike."" He also assaulted an individual who attempted to intervene.",
45230,Apr-23,Royal Oak,MI,Antisemitic Incident:Vandalism,,,,"Swastikas and ""AZOV"" were spray-painted onto a synagogue.",
45231,Apr-23,Oak Park,MI,Antisemitic Incident:Vandalism,,,,A swastika was drawn on a family's stroller as well as multiple cars.,
45232,Apr-23,New Orleans,LA,Antisemitic Incident:Harassment;White Supremacist Propaganda,Right Wing (White Supremacist),,Goyim Defense League,Individuals associated with the antisemitic Goyim Defense League distributed antisemitic propaganda in a residential area.,
45233,Apr-23,Chicago,IL,Antisemitic Incident:Vandalism,,,,Swastikas and racist graffiti were located on the campus of an elementary school.,
45234,Apr-23,Portland,OR,Antisemitic Incident:Harassment,,,,"Antisemitic and racist graffiti was written in chalk on a middle school campus.
",
45239,Apr-23,Oxford,CT,Antisemitic Incident:Vandalism,,,,Swastika graffiti was located at a high school.,
45240,Apr-23,Santa Cruz,CA,Antisemitic Incident:Harassment,,,,"A group of students at UC Santa Cruz reportedly gathered to celebrate Hitler's birthday, singing happy birthday and serving cakes with hateful symbols.",
45244,Apr-23,Shoreham-Wading River,NY,Antisemitic Incident:Vandalism,,,,Swastikas were drawn on desks at a high school.,
45249,Apr-23,Manhattan,NY,Antisemitic Incident:Harassment,,,,Students at a middle school made antisemitic comments.,
45250,Apr-23,Albuquerque,NM,Antisemitic Incident:Harassment,,,,A swastika and drawing of Hitler were drawn in chalk at a park.,
45254,Apr-23,Wilmington,DE,Antisemitic Incident:Vandalism,,,,Swastikas were drawn on a desk at a school.,
45334,Apr-23,Houston,TX,Antisemitic Incident:Harassment,,,,An individual received a series of threatening antisemitic and anti-Zionist text messages from an acquaintance.,
45336,Apr-23,Gillette,WY,Antisemitic Incident:Harassment;White Supremacist Propaganda,Right Wing (White Supremacist),,,Antisemitic and white supremacist propaganda was distributed in residential areas.,
45339,Apr-23,Devon,PA,Antisemitic Incident:Vandalism,,,,A swastika was spray-painted onto a sign for a botanical garden.,
45342,Apr-23,Davis,CA,Antisemitic Incident:Vandalism,,,,Swastika graffiti was located on the campus of UC Davis.,
45343,Apr-23,Clarks Summit,PA,Antisemitic Incident:Vandalism,,,,Swastikas were drawn on a high school student's ID badge.,
45344,Apr-23,Los Angeles,CA,Antisemitic Incident:Vandalism,,,,Swastika graffiti was located at an elementary school.,
45351,Apr-23,Houston,TX,Antisemitic Incident:Harassment,,,,An individual received an antisemitic death threat.,
45353,Apr-23,La Crescenta,CA,Antisemitic Incident:Harassment,,,,Swastikas were drawn in chalk on a public playground.,
45362,Apr-23,Franklin Lakes,NJ,Antisemitic Incident:Harassment,,,,A synagogue received an antisemitic phone call.,
45368,Apr-23,Cincinnati,OH,Antisemitic Incident:Harassment,,,,"A flier promoting the antisemitic film ""Hebrews to Negroes"" was placed on a pole in a public area.",
45376,Apr-23,Millburn,NJ,Antisemitic Incident:Harassment,,,,"Individuals passed out pieces of paper with ""GASTHEJEWS"" written on them.",
45377,Apr-23,Millburn,NJ,Antisemitic Incident:Harassment,,,,Individuals made antisemitic comments to Jewish children on a public bus.,
45393,Apr-23,West Orange,NJ,Antisemitic Incident:Harassment,,,,An individual made a violent threat against a Jewish school.,
45394,Apr-23,Elizabeth,NJ,Antisemitic Incident:Harassment,,,,Antisemitic graffiti was found at a yeshiva school.,
45395,Apr-23,South Toms River,NJ,Antisemitic Incident:Harassment,,,,An individual displayed an antisemitic sign.,
45396,Apr-23,Union,NJ,Antisemitic Incident:Harassment,,,,An individual made antisemitic comments in a public area.,
45398,Apr-23,Greenwood Village,CO,Antisemitic Incident:Harassment,,,,Students drew swastikas on their arms during school.,
45446,Apr-23,Durham,NC,Antisemitic Incident:Harassment,,,,"Students displayed images of swastikas, joked about committing genocide and performed Nazi salutes in front of a Jewish classmate.",
45449,Apr-23,College Park,MD,Antisemitic Incident:Vandalism,,,,Antisemitic and racist symbols were discovered in a University of Maryland residence hall.,
45455,Apr-23,El Mirage,AZ,Antisemitic Incident:Vandalism,,,,A swastika was drawn on a desk at a middle school.,
45742,4/1/2023,McKinney,TX,White Supremacist Propaganda,Right Wing (White Supremacist),,National Justice Party (NJP),"National Justice Party, a white supremacist group, posted a sticker which read: ""The way to victory, white solidarity.""",
45743,4/1/2023,Fort Chiswell,VA,White Supremacist Propaganda,Right Wing (White Supremacist),,National Justice Party (NJP),"National Justice Party, a white supremacist group, posted a sticker which read: ""The way to victory, white solidarity.""",
45744,4/1/2023,Houston,TX,White Supremacist Propaganda,Right Wing (White Supremacist),,National Justice Party (NJP),"National Justice Party, a white supremacist group, posted stickers promoting their organization.",
45745,4/1/2023,Rochester,NY,White Supremacist Propaganda,Right Wing (White Supremacist),,National Justice Party (NJP),"National Justice Party, a white supremacist group, posted a sticker which read: ""The way to victory, white solidarity.""",
45746,4/1/2023,Nashville,TN,White Supremacist Propaganda,Right Wing (White Supremacist),,National Justice Party (NJP),"National Justice Party, a white supremacist group, distributed fliers promoting their organization. ",
45747,4/1/2023,Crossville,TN,White Supremacist Propaganda,Right Wing (White Supremacist),,National Justice Party (NJP),"National Justice Party, a white supremacist group, distributed fliers promoting their organization. ",
45748,4/1/2023,Salem,VA,White Supremacist Propaganda,Right Wing (White Supremacist),,National Justice Party (NJP),"National Justice Party, a white supremacist group, distributed stickers which read: ""Confronting the Anti-White System"" and ""The Way to Victory, White Solidarity.""",
45749,4/1/2023,Kingsport,TN,White Supremacist Propaganda,Right Wing (White Supremacist),,National Justice Party (NJP),"National Justice Party, a white supremacist group, posted a sticker which read: ""The way to victory, white solidarity.""",
46169,4/1/2023,Chester Township,OH,Anti-LGBTQ+ Incident:Harassment;White Supremacist Event,Right Wing (White Supremacist),,Patriot Front (PF),Approximately eight individuals associated with the white supremacist group Patriot Front held anti-LGBTQ+ protests in Geauga County to protest two drag events – a drag brunch at a bar in Chardon and a drag queen story hour at a church in Chesterland.,
48039,Apr-23,Ann Arbor,MI,Antisemitic Incident:Harassment,,,,Members of the antisemitic and anti-Israel group Witness for Peace protested outside a synagogue during shabbat services.,
48040,Apr-23,Ann Arbor,MI,Antisemitic Incident:Harassment,,,,Members of the antisemitic and anti-Israel group Witness for Peace protested outside a synagogue during shabbat services.,
48058,Apr-23,Anza,CA,Antisemitic Incident:Vandalism,,,,Swastikas and racist slurs were spray-painted at an elementary school.,
48105,Apr-23,Bala Cynwyd,PA,Antisemitic Incident:Vandalism,,,,Swastika graffiti was located on a public street.,
